TimeUS,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,VN,VE,VD,V_horiz_m_s,V_3D_m_s,KE_horiz_J,KE_3D_J
140316262,-0.08706031,-0.1573972,-9.783883,0.0007949081,-0.001303747,-0.0001005303,-0.1627138,-0.1167534,0.005786824,0.20026766369536544,0.2003512526888888,0.23964014430394995,0.2398402311126916
140336221,-0.08155373,-0.1600602,-9.786926,0.0006223251,-0.001429322,-4.552601e-05,-0.162312,-0.1169075,0.005912311,0.20003136979046562,0.20011872556462756,0.23907497967899374,0.23928383832162403
140356275,-0.08224918,-0.1551353,-9.779105,0.0004721224,-0.001254012,2.716686e-06,-0.1615354,-0.1171179,0.006348749,0.19952515619232075,0.199626136984702,0.2378664705225807,0.23810730254042417
140376445,-0.08508004,-0.1500387,-9.781048,0.0001390194,-0.001106554,0.0002418797,-0.1611014,-0.117583,0.00620815,0.19944779510177593,0.19954439129522658,0.23768205225148598,0.23791233548186042
140396579,-0.08229844,-0.1470931,-9.787617,-0.0001448273,-0.0009462233,0.0004831816,-0.1603438,-0.117777,0.006289938,0.1989511395479805,0.19905054445412565,0.23649979666645402,0.236736187503716
140416283,-0.08194768,-0.1474026,-9.787777,-8.474876e-05,-0.0009348122,0.0005660795,-0.1594532,-0.1180352,0.006494409,0.19838757881802985,0.19849385072978779,0.235161847789948,0.23541385744579715
140436191,-0.08745125,-0.1424586,-9.787193,-4.729205e-05,-0.00106869,0.0005837337,-0.1586097,-0.118333,0.006632923,0.19788819020621212,0.19799932194483374,0.23397942154296264,0.23424229565641816
140456263,-0.08949538,-0.1483397,-9.786734,-0.0002201704,-0.001226823,0.0007321317,-0.1579184,-0.1186807,0.006523584,0.19754323478937466,0.19765092147332644,0.23316439442602377,0.23341867338654895
140476226,-0.08696252,-0.1414246,-9.793839,-0.000478041,-0.001151768,0.0007461995,-0.1574505,-0.1194001,0.006635727,0.19760324853164737,0.19771463451924476,0.23330608688580348,0.23356918330089424
140496570,-0.08125736,-0.1331788,-9.781566,-0.0005825519,-0.0007675731,0.0007934378,-0.1566968,-0.1197778,0.007092657,0.19723237184367073,0.19735985986618365,0.232431135805903,0.2327317128612379
140516221,-0.07912269,-0.1380194,-9.777532,-0.0004757582,-0.000459761,0.000777392,-0.15613,-0.1200548,0.007441791,0.19695109012909778,0.19709163390749918,0.231768648120664,0.23209954513405787
140536432,-0.07370455,-0.1467765,-9.778069,-0.0001520088,-0.0001866581,0.0007829189,-0.1555696,-0.1202584,0.007589696,0.19663159261603919,0.19677801376193538,0.23101729970795198,0.23136148053305225
140556240,-0.07750171,-0.1435723,-9.780845,9.027468e-05,0.0001602717,0.000794375,-0.1550732,-0.1206948,0.007937257,0.1965068245768579,0.19666705914810453,0.230724219329048,0.23110064461993518
140576210,-0.08110765,-0.1450572,-9.791295,7.15111e-05,0.0001592005,0.0007803415,-0.154458,-0.1209539,0.007950305,0.1961813438867468,0.19634237199036542,0.22996054014302977,0.23033820405684807
140596580,-0.08967924,-0.158897,-9.783033,0.000160111,-7.955705e-05,0.000604104,-0.1533023,-0.1209348,0.008250528,0.1952609050381822,0.19543513565530835,0.22780775569207176,0.2282144811854374
140616205,-0.09437525,-0.1633912,-9.779305,0.0002106154,-0.0003303102,0.0005189919,-0.1524388,-0.1208362,0.008450137,0.19452242795081498,0.19470588021731336,0.226087875480883,0.2265145192524127
140636210,-0.08408868,-0.1572563,-9.774551,-3.301688e-06,-0.0004959748,0.0004358324,-0.1517826,-0.1210986,0.008726787,0.1941721622290899,0.1943681697090945,0.225274400793702,0.2257294377414786
140656279,-0.08628461,-0.1551024,-9.778069,-4.612915e-06,-0.0006828976,0.000275947,-0.1509682,-0.1211249,0.008937677,0.19355267709657234,0.19375892464969535,0.22383926689721872,0.22431656226640276
140676225,-0.08793184,-0.1560935,-9.774209,0.0001506683,-0.001050229,0.0001408029,-0.150341,-0.1213009,0.009239463,0.1931743373789852,0.1933951713418367,0.22296503961531475,0.2234751114825718
140696854,-0.0839681,-0.155304,-9.783193,0.0002704133,-0.001341464,0.0003250352,-0.1495292,-0.1213025,0.00911839,0.19254422390425013,0.19276001451307814,0.22151283699936777,0.22200962859061552
140716242,-0.08341268,-0.1505424,-9.794347,-3.471282e-05,-0.001620013,0.000255738,-0.1487436,-0.1216828,0.008829856,0.19217534273886439,0.19237808792526434,0.22066489008187998,0.2211307390648399
140736208,-0.08075052,-0.1467266,-9.796459,3.770269e-07,-0.00222309,0.0003139533,-0.1481499,-0.1218548,0.009001682,0.19182540278349478,0.19203649505205808,0.21986198628947376,0.22034614220547777
140756224,-0.08324236,-0.1458243,-9.773997,0.000237351,-0.002559416,0.0002884208,-0.147707,-0.1222455,0.009564458,0.1917324180185761,0.1919708284507929,0.21964888771251875,0.22019547388210045
140776230,-0.08304101,-0.1514219,-9.774221,0.0001490173,-0.00212585,0.0002608537,-0.146962,-0.1221832,0.0096272,0.1911192397594758,0.19136156036696608,0.218246218742284,0.21879999954682802
140796571,-0.08455323,-0.1645716,-9.781512,-0.0002002615,-0.001151857,0.0002503026,-0.146217,-0.1220208,0.009589197,0.19044286996797755,0.19068413520989314,0.21670420816179903,0.2172536255389502
140816236,-0.08254163,-0.1629837,-9.790786,-0.0001563587,-0.0007106809,0.0003373933,-0.1454189,-0.1220206,0.009714362,0.18983067007617604,0.19007906810229536,0.21531320772688076,0.21587706148055627
140836158,-0.08054696,-0.1565481,-9.787271,-8.545234e-05,-0.0006454231,0.0003165642,-0.144921,-0.1221067,0.009746146,0.1895049931423708,0.1897554473203426,0.21457505099469273,0.2151426004817663
140856476,-0.07455841,-0.1486136,-9.780998,0.0002008618,-0.0004776923,0.0002101495,-0.1446372,-0.1224202,0.009945125,0.18949043509338406,0.1897512332058625,0.214542084326483,0.21513304475629505
140876243,-0.07459528,-0.1434716,-9.784148,0.0004157643,-2.598973e-05,0.0002021197,-0.1439371,-0.1229909,0.009750041,0.18932683444039305,0.1895777242682317,0.2141717851793395,0.21473978839386204
140896574,-0.08691812,-0.1468421,-9.783305,0.0006207786,-0.0003432802,0.0001740301,-0.1428484,-0.1229559,0.01021719,0.18847763455479274,0.18875436339027,0.2122548168960358,0.21287855295072491
140916280,-0.08936857,-0.1542641,-9.769342,0.0006902645,-0.0004777493,0.0001393943,-0.1419594,-0.1230138,0.01059193,0.18784266352136303,0.18814105139475784,0.21082707577683002,0.21149740493905134
140936200,-0.08989713,-0.1553244,-9.773695,0.000615585,-0.0007593201,1.56677e-05,-0.1412241,-0.1231177,0.01068405,0.18735584985289355,0.18766023392957415,0.20973573148274743,0.21041777130605238
140956249,-0.0877117,-0.1551689,-9.782391,0.0006825774,-0.001446715,-0.0001421317,-0.1406851,-0.1231036,0.01080947,0.18694061542364196,0.1872528727060039,0.20880709232744574,0.20950523906148913
140976226,-0.08055504,-0.1549863,-9.780302,0.0008121438,-0.002199655,-1.664638e-05,-0.1400639,-0.1234044,0.01103184,0.1866722850949492,0.1869979773055195,0.20820808858485573,0.20893525501022464
140996586,-0.08421867,-0.1537587,-9.789034,0.0009287863,-0.002122301,0.0001304995,-0.1391857,-0.12349,0.01070547,0.1860710595027878,0.18637877098106131,0.20686907412732772,0.20755385147765512
141016447,-0.08991574,-0.1527039,-9.798946,0.0007425474,-0.001639519,0.0003604174,-0.1381201,-0.1235263,0.01058055,0.18529951110485965,0.18560133850272337,0.2051570551738075,0.20582594470266494
141036216,-0.08836459,-0.1570125,-9.791439,0.0006538,-0.001422863,0.0004874929,-0.137472,-0.1235573,0.01077203,0.18483765083794482,0.18515127274099658,0.20413561907455774,0.20482893794072513
141056259,-0.0850545,-0.155155,-9.784019,0.0007615734,-0.001518578,0.0006640444,-0.1369367,-0.1237743,0.01089072,0.18458531129908468,0.18490631392545362,0.2035786294555955,0.20428731095375297
141076226,-0.07664157,-0.1540273,-9.785836,0.001001787,-0.001744003,0.0006651717,-0.1365439,-0.1238598,0.01072747,0.18435153018960815,0.18466338374418168,0.20306328293241876,0.20375087764270913
141096609,-0.07899459,-0.1535557,-9.787435,0.0009658993,-0.001899138,0.000585189,-0.1358017,-0.1241276,0.01053168,0.18398305031890844,0.1842842345081977,0.2022523327577837,0.2029150575524276
