TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
27521765,-0.07553733,-0.08097667,-1.162291,-1.354268,-0.2859236,-9.690372
27542137,-0.07048178,-0.08669858,-1.201057,-1.343414,-0.158849,-10.01113
27561970,-0.06944238,-0.08952926,-1.235334,-1.13089,-0.1994909,-9.86085
27581796,-0.08055708,-0.09219643,-1.2708,-1.108624,-0.2159457,-9.809677
27601766,-0.08545128,-0.1010094,-1.308226,-1.194674,-0.2383264,-9.748621
27621774,-0.09718632,-0.1040097,-1.34585,-1.255588,-0.1345652,-9.783659
27642170,-0.1082299,-0.105069,-1.384678,-1.055909,-0.2544088,-9.827391
27661737,-0.114727,-0.1004135,-1.429552,-0.8721133,-0.07823557,-9.857636
27681785,-0.1202938,-0.09062961,-1.486839,-0.814599,0.03909794,-9.738314
27701764,-0.1146218,-0.08360291,-1.552277,-0.7812092,0.1258219,-10.05103
27721995,-0.1178384,-0.07397255,-1.620395,-0.6178875,0.2447664,-9.814151
27742145,-0.1160867,-0.07414952,-1.696311,-0.4453698,0.05828854,-9.959958
27761736,-0.1235341,-0.07327978,-1.77794,-0.3560226,0.1693728,-9.6951
27781788,-0.1205849,-0.08086833,-1.861035,-0.5906528,0.06343269,-9.892628
27801734,-0.1274181,-0.08201141,-1.939464,-0.6232618,0.1375399,-9.749435
27821753,-0.1202584,-0.09319115,-2.01407,-0.6571376,0.1033259,-9.973119
27842063,-0.1242721,-0.09593544,-2.083784,-0.5605156,0.03975043,-9.950782
27861736,-0.1399874,-0.09062681,-2.140045,-0.06959461,0.3100782,-10.02021
27881971,-0.1552102,-0.08433106,-2.180432,0.1003945,0.4083587,-9.732089
