TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
28865982,0.002739546,-0.00100574,0.0001136199,-0.3193128,-0.7253318,-9.839919
28885933,0.003015184,-0.0009863388,0.000203256,-0.32354,-0.7229427,-9.840796
28905961,0.002894407,-0.0004563308,0.0003507774,-0.3172278,-0.7188799,-9.842124
28926329,0.002666665,-0.000272672,0.000482473,-0.3246544,-0.7144306,-9.847065
28945888,0.002972518,-0.0006180144,0.0004823234,-0.3380623,-0.7166135,-9.843534
28965967,0.003714974,-0.001198741,0.0003819951,-0.3245673,-0.7184871,-9.832016
28986118,0.004238517,-0.001360764,0.0004318738,-0.3169844,-0.7152562,-9.839957
29005952,0.00432655,-0.001317246,0.0005982169,-0.3231058,-0.7154445,-9.85345
29026315,0.004358385,-0.00129418,0.0005268196,-0.3155488,-0.7239591,-9.851742
29045906,0.004258458,-0.0008530192,0.000431264,-0.3140658,-0.7236818,-9.848546
29065913,0.004200919,-0.00110855,0.0003086924,-0.3178594,-0.7168519,-9.852771
29085939,0.004310953,-0.001350585,7.368356e-05,-0.3351946,-0.722478,-9.858867
29105898,0.004627058,-0.001526263,9.613911e-05,-0.3316779,-0.7236118,-9.855157
29126326,0.004837047,-0.001313763,0.0001520188,-0.3299406,-0.7201991,-9.86286
29146131,0.00496429,-0.0008763638,-6.732189e-05,-0.3263398,-0.7211437,-9.860194
29165996,0.004720022,-0.0004616238,-0.0001870981,-0.3201101,-0.725278,-9.855916
29185934,0.00438403,-0.0001688193,-4.42264e-05,-0.3120751,-0.7260257,-9.849748
29205901,0.004495785,-0.0007104325,1.913112e-05,-0.3091797,-0.722975,-9.843008
29226297,0.004042996,-0.0010484,-2.613684e-05,-0.3096747,-0.7255644,-9.839217
29245873,0.003723211,-0.001141478,6.423391e-05,-0.3165795,-0.7213356,-9.837794
29265912,0.003650962,-0.001439467,0.0001898114,-0.3102448,-0.7184844,-9.839593
29285934,0.003493213,-0.001658672,0.0002535783,-0.314569,-0.7154529,-9.843314
29306135,0.003331746,-0.001881846,0.0004694729,-0.3200951,-0.7155728,-9.842237
29326313,0.00347083,-0.001447822,0.0003774097,-0.3211331,-0.7188377,-9.836856
29345919,0.003560746,-0.001266788,0.0002295839,-0.3233518,-0.7215213,-9.831676
29365982,0.003480915,-0.001338016,0.0002254718,-0.3153867,-0.7215105,-9.828253
29385939,0.003642091,-0.001578015,7.351967e-05,-0.3186088,-0.715413,-9.831344
29405929,0.003857807,-0.001942715,-0.0001494893,-0.3254172,-0.7184941,-9.836181
29426320,0.00417037,-0.001955954,-0.0002985104,-0.3294657,-0.7204337,-9.840914
29445910,0.004183414,-0.001869094,-0.0003946985,-0.3374461,-0.7141741,-9.847939
