TimeUS,Roll,Pitch,Yaw,VN,VE,VD
19637834,2.28,-0.03,0.01,-0.00764941,0.05364181,-0.1469254
19657834,2.28,-0.03,0.02,-0.00814513,0.05410697,-0.1469257
19677834,2.28,-0.03,0.02,-0.008456749,0.05445799,-0.1467754
19697865,2.28,-0.03,0.01,-0.00912895,0.05473683,-0.1467478
19717878,2.28,-0.03,0.01,-0.009384423,0.05502174,-0.1468195
19737817,2.28,-0.03,0.01,-0.009726529,0.05519612,-0.1468755
19757835,2.28,-0.03,0.02,-0.01004572,0.05544318,-0.1470407
19777941,2.28,-0.03,0.01,-0.01041072,0.05571531,-0.1468861
19797839,2.28,-0.03,0.01,-0.01111682,0.05603064,-0.1466935
19817833,2.28,-0.03,0.01,-0.01170187,0.05633346,-0.1465322
19837835,2.28,-0.03,0.01,-0.01193623,0.05666579,-0.1463121
19857903,2.28,-0.02,0.01,-0.01271956,0.05705442,-0.1462114
19877855,2.28,-0.02,0.01,-0.01299907,0.05738361,-0.1459263
19897832,2.28,-0.02,0.01,-0.01291672,0.05774369,-0.146062
19917835,2.28,-0.02,0.01,-0.01329115,0.05810165,-0.1460517
19937914,2.28,-0.02,0.01,-0.01367015,0.05833884,-0.1460878
19957832,2.28,-0.02,0.01,-0.01365306,0.05858548,-0.1461117
19977851,2.28,-0.02,0.01,-0.01411774,0.05894483,-0.1459768
19997912,2.28,-0.02,0.01,-0.01441271,0.05916778,-0.145986
20017833,2.28,-0.02,0.01,-0.01470965,0.05941215,-0.1462933
20037830,2.29,-0.02,0.01,-0.01507363,0.05977038,-0.1459384
20057829,2.28,-0.01,0.01,-0.01512024,0.06026084,-0.1458705
20077874,2.28,-0.01,0.01,-0.01556965,0.06036117,-0.1458774
20097901,2.28,-0.02,0.01,-0.01588855,0.06074849,-0.1460298
20117834,2.29,-0.02,0.01,-0.01610871,0.0614115,-0.1456772
20137829,2.28,-0.02,0.01,-0.01633437,0.06145555,-0.1451163
20157829,2.28,-0.02,0.01,-0.01643263,0.06171942,-0.1450828
20177918,2.28,-0.02,0.01,-0.01687847,0.06212296,-0.1447405
20197831,2.28,-0.02,0.01,-0.01739998,0.06265348,-0.1444996
20217844,2.28,-0.02,0.01,-0.01784254,0.06298303,-0.1443275
20237889,2.29,-0.02,0.01,-0.01775992,0.0630217,-0.1441562
20257916,2.3,-0.02,0.0,-0.01736192,0.06502043,-0.1424008
20277852,2.29,0.0,0.05,-0.01171417,0.06421225,-0.14477
20297818,2.41,0.0,0.25,0.005633975,0.06431883,-0.1418336
20317850,2.37,0.0,0.49,0.02706728,0.07262442,-0.1415984
20337888,2.38,0.02,0.67,0.03585452,0.06933552,-0.1359565
20357858,2.47,-0.05,0.69,0.05179093,0.09418369,-0.1611159
20377848,2.33,0.04,0.65,0.05904292,0.07826339,-0.1211916
20397815,2.45,-0.02,0.63,0.1056952,0.06358931,-0.1658728
20417921,2.1,-0.26,0.76,0.1105241,0.07927329,-0.09858161
